,x,y,z,s1,cs1,cs2_bottom,s2,cs2
2440726,-18.019733,22.379074,-18.980324,1444.2006,1702.2081,16270.073,67305.61,65519.45
2440973,-50.59899,22.171583,-106.1349,816.98926,790.8188,3620.5012,13717.589,15001.312
2441697,34.77269,-18.324377,-78.259224,1688.1055,1757.1129,10660.544,37650.473,42204.215
2441846,-7.99274,56.188675,-17.284521,1157.4036,1454.3113,12427.096,43281.926,48596.82
2442016,-36.876507,33.040115,-113.488014,1713.6096,1555.5903,7318.546,24457.62,29014.326
2442143,7.0107927,12.942514,-27.669733,753.1266,862.4007,4313.0137,17741.879,17361.727
2442407,-4.322356,-30.58047,-31.134508,289.27444,333.5221,1903.9161,8056.89,7634.0605
2442421,18.604189,-29.13117,-22.203787,252.22893,295.7025,3917.406,17190.502,15578.766
2442586,-46.278286,3.8975177,-69.53161,1096.7107,1200.9353,5464.8594,21071.717,21566.338
2442656,-27.73208,-1.5313064,-22.595083,1365.2638,1591.2391,10768.665,45798.1,43485.65
2442695,7.4765525,-47.86366,-35.295815,338.27936,403.27466,1859.974,6946.8276,7236.433
2442792,34.844353,-14.704604,-99.4038,1712.3184,1600.5607,7680.6245,28316.268,30383.63
2443108,-43.08706,-32.78894,-74.92345,1461.5917,1587.4258,10437.256,34963.88,42134.92
2443194,45.819424,-29.35925,-71.00723,630.8236,699.1968,3371.631,12722.433,14014.552
2443337,58.40596,-10.17229,-88.88643,994.18634,1046.8619,7479.219,26966.197,30214.658
2443447,16.345255,26.24951,-110.69824,87.736206,74.6142,927.0874,3368.2659,3728.166
2443629,-27.317179,-37.327454,-96.41983,240.43027,231.20003,1368.3951,4327.6514,5404.623
2443824,9.266875,-45.103634,-115.700195,100.8612,87.30991,711.6048,2543.4355,2918.0837
2444274,35.862793,-24.007584,-54.04502,1543.7804,1768.546,8078.7534,30854.781,32971.72
2444389,18.688463,-15.495841,-83.66996,473.46774,467.14188,1816.5669,7093.1406,7457.6323
2444602,-6.972156,23.272915,-79.10162,6.389465,6.473941,230.13036,907.6749,867.0192
2444779,-9.061471,49.12306,-79.691376,500.04276,530.4674,1832.1492,6360.143,7592.4487
2445315,-51.90999,-15.771904,-27.471958,863.5828,1054.3317,7814.148,30673.9,32080.254
2445709,16.217718,-19.55649,-111.30135,1257.2881,1060.712,8695.52,33159.023,35239.05
2445805,-53.514355,5.723761,-62.88543,202.15224,230.7389,1280.8708,5067.8613,5309.3213
2446167,-38.18264,25.392038,-28.411018,1197.9447,1448.21,12653.284,51209.793,51287.145
2446559,27.05781,-10.761493,-21.341743,586.6337,683.8864,4023.8083,16265.736,15948.275
2446565,34.438713,7.8410997,-36.08307,1032.4949,1196.4558,8370.361,32243.28,33599.734
2447002,11.462173,-47.74012,-21.441105,1247.8293,1508.9811,10001.293,38699.36,39589.53
2447355,50.41943,-3.659475,-14.644124,1200.0189,1453.5084,11687.36,47346.305,46732.027
2447642,42.806553,24.127096,-104.69533,1629.3751,1523.0652,10827.164,34350.99,43443.16
2447814,46.554054,4.0432477,-75.12392,726.0549,772.7275,4206.633,16835.48,17518.682
2448077,0.029390208,-43.045204,-75.45602,738.0093,783.4017,3296.1125,11756.626,13584.894
2448126,-45.563828,11.2761135,-48.280384,1409.1682,1638.7574,13478.156,55357.133,53680.87
2448312,-9.882167,58.377026,-14.862285,621.8748,794.22437,2770.6013,9513.112,11223.648
2448652,40.155678,35.87017,-63.56252,536.77545,605.2695,2616.967,9713.152,10094.785
2448786,31.74867,10.936808,-16.955729,1340.7472,1577.1404,12810.871,49530.5,52096.52
2448936,-21.0276,-17.576876,-116.88637,1581.256,1281.3455,4948.4883,18816.719,20303.26
2449335,-41.036938,30.143715,-33.459747,1255.3534,1538.0323,8224.995,31854.064,32986.453
2449527,-49.810608,-20.544601,-57.48421,1440.4487,1658.4982,6583.041,23939.582,26501.275
2449633,-0.96213335,52.060448,-64.36145,1410.0598,1595.7068,8158.6616,26743.076,32129.354
2449968,36.79418,-23.287338,-92.62411,205.30798,201.49245,1070.2201,3619.9253,4086.8528
2450496,-30.417099,4.0924454,-95.07759,1250.8986,1175.348,9175.86,33945.297,36241.395
2450596,40.78633,17.50292,-101.08867,734.19946,690.2348,3149.4438,10823.387,12953.076
2450678,-3.649622,-27.884615,-50.547306,1420.1285,1584.6451,9833.298,41468.14,39595.652
2450762,18.852749,-55.80161,-106.12215,305.85583,292.65512,1572.1959,4864.567,6148.266
2450821,25.784485,36.23842,-96.21996,779.33575,748.58563,3748.1904,13418.873,15405.865
2451438,-1.5363678,13.232339,-105.538475,416.97534,358.92697,2438.6882,10046.571,10151.915
2451505,8.325382,-42.508858,-35.12808,1149.5522,1358.026,9819.884,38072.555,40063.43
2451632,-39.4283,-7.865639,-104.741295,86.19545,78.82909,911.3696,3207.3975,3626.3684
2451677,1.1357684,54.233482,-46.11026,1175.9415,1404.5679,6106.858,20343.883,25186.861
2452020,44.504807,16.359354,-98.89053,49.274837,46.89362,640.6913,2243.1277,2664.3428
2452140,17.282713,42.64994,-61.477444,1648.7289,1839.3563,6399.921,22004.496,25567.553
2452358,27.520754,36.72293,-94.028984,346.49963,336.44662,1778.8491,6167.4453,7014.7617
2452611,-3.7317998,-46.178593,-101.025764,1603.3005,1511.1553,7498.713,31644.193,29696.828
2452998,-13.69881,48.07824,-117.58695,394.52774,346.6506,1121.5498,3679.9749,4548.063
2453145,35.493916,37.87208,-96.93688,1695.8749,1664.4983,8275.385,28496.29,33450.883
2453192,17.4747,55.757828,-40.386868,1041.924,1271.4639,5491.798,19018.32,22275.617
2453403,-10.395189,49.027946,-61.31754,773.42896,876.03235,3556.314,11946.685,13932.844
2453986,42.56837,-25.690113,-56.64809,394.74786,453.00412,2424.593,8964.846,9630.447
2454239,31.945538,40.528664,-107.37677,1548.1699,1421.4232,5595.177,18413.697,22387.57
2454903,-40.733383,10.086861,-56.075623,1214.8445,1380.4056,12248.75,49598.03,48581.633
2454915,-19.378551,52.187775,-17.713348,1322.8441,1651.5955,19677.836,72513.73,78866.64
2454925,-45.322403,18.338324,-93.426,1647.043,1662.7246,9968.433,38353.62,39788.176
2455703,-21.814926,-19.310184,-18.789501,906.70703,1056.4075,6087.5776,26336.764,24369.594
2455877,11.046393,42.854763,-68.78175,782.1841,853.6411,4616.922,16548.639,18799.336
2456338,-20.132292,-20.620207,-92.575165,1361.2114,1293.5281,9306.277,36958.7,37242.316
2456590,17.988344,-5.175275,-117.21125,2009.8125,1616.0095,16053.947,71124.125,64631.316
2457084,19.735188,34.767624,-61.330093,1348.807,1491.1206,8597.043,30862.307,34947.668
2457092,18.398947,31.274168,-78.76764,1689.6913,1749.1082,6022.879,22274.879,24714.344
2457246,3.7742267,-33.567703,-23.398808,773.55426,905.5997,3144.1821,12388.841,12635.845
2457305,17.125727,16.08406,-125.03949,267.00186,203.9363,1293.8077,5435.2515,5466.625
2457384,6.1056137,-48.801853,-97.97436,1278.8612,1234.7849,4127.9185,14720.134,16687.014
2457603,44.01538,17.807589,-104.02249,718.51587,662.1867,3598.2727,12118.183,14561.483
2458218,39.523193,11.629512,-87.99563,1581.9698,1579.4651,7756.2188,28819.246,31299.55
2458400,-39.94372,-34.182484,-25.945852,754.4646,920.9756,4091.2737,16511.271,16595.941
2459251,45.025837,-0.23277049,-124.03941,1817.6366,1494.8972,9693.228,35305.484,39302.375
2459866,15.541867,24.435995,-21.371376,1351.9268,1577.4731,7672.182,30817.92,30439.252
2460162,44.830765,-23.282063,-82.27129,1047.0406,1102.5259,7357.6733,26404.611,29055.11
2460322,9.092094,-39.0505,-123.1767,2126.3838,1713.3508,13417.902,47574.195,53220.484
2460647,23.963514,43.35903,-119.12534,128.10953,109.21671,915.6979,2993.3384,3777.7876
2460687,4.2934947,29.695208,-30.87713,438.84814,507.97797,2923.987,11702.503,12170.958
2460727,38.100677,44.079357,-70.3267,402.5831,448.20438,1838.1233,6244.913,7371.2134
2460741,57.718914,16.35723,-81.59926,1620.9172,1737.0002,14061.308,45544.848,56574.035
2461005,20.94456,-11.367145,-125.654686,1781.7631,1374.1766,10878.335,39350.74,44264.92
