,x,y,z,s1,cs1,cs2_bottom,s2,cs2
864808,9.364608,30.397812,-129.93001,1448.7574,1084.4294,6992.956,23503.82,28221.799
865109,-45.391468,-7.509321,-121.83932,668.75543,559.884,2887.2407,9974.906,11423.806
865212,17.125423,56.368496,-38.68283,954.214,1170.8916,3981.9468,13353.272,15460.39
865630,-35.745895,9.9408655,-22.023697,1205.3772,1434.1318,9841.128,42240.54,39156.83
865819,-50.895542,-27.152842,-46.798492,1506.4924,1804.9437,13578.022,48868.344,55434.688
866543,-6.1812353,9.886416,-83.158646,243.56607,239.26244,1598.7854,6386.462,6303.9497
866672,-21.627356,-2.2895105,-122.626236,1353.7188,1051.5063,8701.505,38177.69,34625.94
866968,-10.00935,50.113922,-73.81874,443.02817,482.2112,2594.0671,8888.395,10499.044
867009,-18.670689,-35.53132,-45.658012,1517.3976,1743.2383,8241.703,30035.057,32306.773
867079,-30.039183,28.737013,-116.419136,1929.3639,1671.8833,13460.4375,45391.277,53560.8
867379,1.5026345,4.3229237,-45.474613,1230.1134,1374.2452,10385.314,44675.59,41771.953
867663,-34.931396,-30.699554,-81.3001,1758.6431,1835.0388,12809.057,47849.734,50746.547
867796,-9.097787,-13.25647,-34.54427,1465.3965,1672.1417,10224.738,44880.926,40062.086
867987,-11.979775,-28.176037,-67.01663,407.9055,434.4385,2027.1234,7845.461,7998.7656
868108,-6.4912953,46.28343,-98.87048,1549.6394,1493.6715,8681.084,28457.041,34702.617
868382,-15.586025,-53.10665,-19.255184,591.7629,732.50793,2535.306,9360.698,9579.698
868423,-55.69527,-6.2208004,-23.618992,873.4959,1076.7234,9236.561,35080.6,37087.367
868507,0.9468985,16.709229,-43.31934,840.28564,950.1107,4166.3516,16203.908,16664.941
868652,11.602851,28.179634,-94.12578,1124.5616,1072.1787,6905.335,24503.617,27803.762
869184,48.380135,-16.496996,-58.11723,1077.6497,1254.7246,7312.2803,28278.68,29105.857
869365,8.380795,-46.75849,-65.663055,685.02527,761.22,3911.9578,14367.186,15131.649
869662,-6.9470096,-20.678558,-35.09048,541.81274,620.22327,2728.8035,11060.836,10748.491
870016,23.230206,-1.5551152,-80.216324,965.2092,972.32635,4033.7944,16274.468,16222.651
870176,-19.63026,2.085432,-33.782196,1288.7507,1477.8821,5845.5337,30422.928,23344.639
870245,52.4292,-5.4093685,-55.25388,1038.4877,1209.2701,8693.011,32441.826,33662.55
870409,-45.758686,-30.50354,-93.04618,101.40744,102.66333,935.59845,3203.0781,3930.229
870564,37.36489,37.73124,-24.13044,308.99884,378.03076,1901.9257,7170.87,7647.7383
870665,22.581484,26.821554,-99.37248,398.65314,372.32166,2133.3054,7824.3438,8480.428
870686,12.06425,26.276278,-82.79705,427.09106,429.4977,1828.8502,6522.606,7145.1494
870779,57.46853,-9.520617,-41.074287,1237.0664,1524.1973,10239.978,37840.6,40542.586
870968,-3.0657914,-10.732318,-92.94244,562.8917,526.11707,2369.6436,9251.176,9068.282
871191,15.434924,54.050488,-110.00987,336.41583,312.4969,1939.7719,6193.875,7856.2344
871325,-28.859781,-18.662739,-133.79236,987.66736,735.53235,3778.6594,15891.253,15434.789
871469,20.39936,23.937717,-89.23453,1088.9344,1063.6025,7267.6533,27418.201,28885.447
871651,-34.993923,30.310276,-40.56068,937.33105,1120.2148,7253.865,26766.828,29028.797
872384,-25.11157,-24.41184,-27.194534,372.4126,437.47583,1899.9497,8290.116,7824.931
873318,40.97259,27.196016,-56.95643,1293.3473,1477.0199,7491.021,23778.176,29839.867
873436,-20.861746,-43.67511,-100.58235,1806.134,1714.0787,13792.924,44736.395,53634.664
873725,-16.854527,31.20386,-84.790596,1102.1602,1122.2312,4320.76,16792.979,17283.826
873754,-39.642822,-29.182623,-38.79414,1120.292,1338.5942,6493.3765,23445.896,25392.725
873776,-12.3540745,18.214853,-95.60119,166.43022,155.24799,1297.798,4144.0713,5063.7417
873808,19.794764,36.291836,-20.776905,1099.1726,1314.2571,9663.239,37083.18,39202.824
873995,-32.679085,35.915295,-67.03695,777.16833,874.59875,3130.5625,11059.366,12368.685
874063,36.64933,19.5936,-86.44947,686.4356,695.68225,3338.0889,10528.715,12885.026
874200,-15.458284,48.345417,-25.489214,242.61967,300.5335,1744.4666,6401.6455,7070.0825
874245,8.809309,30.048332,-76.301796,1250.2631,1295.6108,4619.604,16351.19,18366.508
874559,-13.898131,-57.51371,-90.02488,568.6495,588.7603,3602.2305,13245.948,14312.207
874564,56.32627,1.6063882,-26.05662,1394.3198,1703.9458,6376.911,23354.498,25195.469
875079,-46.479286,-16.525633,-68.139694,266.83466,296.64676,1426.1763,5098.547,5629.606
875185,3.120302,-5.7795563,-103.34891,623.53284,546.67755,2627.5608,11451.603,10794.382
875231,4.1925926,8.18942,-70.74688,991.10486,1026.4,4142.149,17599.553,16854.707
875298,26.28392,8.593727,-16.111776,1251.2408,1471.6093,7098.4976,26582.676,28030.18
875304,-16.193724,-5.196536,-52.92135,1458.2797,1611.102,6115.943,26979.006,24097.227
875392,-18.69189,42.750668,-78.951775,20.957165,22.260555,453.76663,1431.8962,1677.8829
876398,12.316664,27.64509,-63.3125,35.845867,38.81421,648.38,2490.0994,2711.961
876516,-37.093204,-4.7841187,-40.20948,1066.3137,1237.5817,8360.554,31974.357,33222.38
876900,-45.17727,0.7593759,-46.69967,1370.1469,1604.2189,13675.095,53777.42,54575.23
877008,55.549923,-16.442745,-117.741325,157.982,143.56935,962.69727,3512.2842,4069.0208
877015,24.761108,18.343126,-41.920403,331.1237,377.89423,1883.1521,7769.746,7513.734
877331,-9.794723,6.788588,-18.84951,441.04706,510.67282,3095.513,12918.51,11895.23
877332,32.654232,9.432094,-35.316338,78.18976,90.998566,892.1091,3535.581,3675.86
877727,25.743073,39.98022,-39.28365,1140.554,1346.305,11307.996,40268.77,45517.31
877871,-47.580124,-10.269459,-100.63284,1177.0238,1132.4486,9553.506,35149.242,38820.99
878016,-48.506466,5.7913046,-125.38631,1880.0566,1562.6923,7620.287,27624.67,30489.297
878195,-0.001747993,60.218533,-36.171425,1025.4579,1275.2327,9632.438,31358.01,37934.62
878225,51.00116,-17.66653,-50.504242,970.1817,1162.8624,11096.546,42495.258,43840.477
878469,4.8753085,36.972225,-56.02277,230.50311,259.20798,1156.8868,4541.072,4847.5796
878488,-9.957199,33.501816,-109.65517,1073.3744,945.1798,5007.751,16676.58,19917.643
878590,25.282286,-40.177116,-132.03574,234.47208,186.33939,1343.951,4903.6694,5155.0503
878813,39.400703,13.575743,-67.458755,192.21072,209.93858,1688.9922,6510.77,6902.4937
878838,26.111462,-50.39681,-100.06091,987.6025,973.61475,4486.068,15122.304,17556.045
878841,-14.353467,42.59443,-20.280037,767.9723,939.40955,3088.5552,11551.458,12282.17
879155,52.703445,-0.4918949,-75.79959,441.45386,480.61786,2065.7651,8177.0405,8611.803
879446,-29.02434,26.732304,-18.024456,1006.6628,1214.1138,7889.444,29724.531,30836.516
879449,18.660988,-21.870749,-28.394077,730.7668,848.55225,4510.8286,20017.701,17834.629
879544,29.156754,51.214443,-121.9351,2033.6366,1778.1924,12571.545,37828.05,50372.23
879594,7.6443787,-27.139141,-68.30791,57.77061,61.53981,828.08124,3490.556,3440.2573
879854,41.024597,-35.258083,-80.09509,1071.83,1140.1034,3693.433,13919.37,14526.399
879976,28.531656,-43.92087,-57.99215,207.81897,240.35072,1662.1394,6397.762,6526.25
879995,14.498491,18.023994,-106.33261,843.1676,737.33014,4005.674,15072.986,15636.989
880032,-50.26478,-4.9542828,-113.30185,1145.161,1037.8156,7896.056,28564.373,32382.305
880044,-23.516497,50.48265,-108.332634,1493.454,1415.3794,11986.238,39731.117,47824.703
880461,-5.5303907,-9.063679,-129.65454,637.01935,464.38583,2544.9243,9398.187,9635.354
880600,-45.62197,-23.74725,-127.45707,323.75015,269.0351,1465.3955,4698.1055,5846.8755
880755,53.21489,-19.487896,-76.87959,1447.9751,1598.8273,13292.455,49197.633,53343.703
880778,2.274952,49.830273,-80.18068,191.72026,204.86864,1080.3258,3272.6191,4081.498
880888,-3.441762,-27.77625,-16.098818,1309.2284,1532.359,9903.057,43859.773,39506.402
881202,54.708694,-17.87066,-133.63838,190.02556,157.42725,1315.043,4271.0254,5040.624
881337,-40.614834,19.44467,-128.95746,78.13742,62.97237,901.4031,3191.221,3496.2947
881675,-3.9580832,31.176302,-133.29819,961.21344,705.36554,2581.6262,8317.091,10003.189
881784,46.09391,10.199792,-44.65854,518.3119,607.0986,2852.4128,10268.702,10972.812
882036,-15.353391,6.885798,-54.014107,696.8333,768.613,3551.651,15049.854,13784.026
882277,-59.394424,-11.894251,-38.78172,223.12166,273.8258,1979.8761,7040.6865,7897.8047
883101,0.333594,10.821493,-113.75606,766.8426,626.66205,2775.693,10554.507,11252.44
883589,4.0906596,12.8365135,-63.37136,260.43024,277.37057,1482.6848,6054.4175,5835.7544
883790,21.248838,40.709507,-19.538752,910.10785,1095.9003,6023.7754,21677.322,24194.34
884695,-54.636894,5.707264,-94.365944,1051.0231,1063.3522,7705.875,28472.842,30839.102
884780,-40.102634,-1.8553498,-58.140312,1342.6829,1503.362,15605.025,59027.926,61608.02
885022,45.40269,-35.309338,-97.66021,344.56546,342.20206,1604.3154,5686.986,6240.521
885187,30.007088,39.903305,-101.481316,658.5225,627.30176,2246.2393,7064.6953,8473.531
885268,5.051893,8.25983,-112.556046,97.64566,80.51862,1091.7982,4072.2166,4210.3936
885520,-46.091576,-11.849426,-114.30517,184.39478,162.36494,1358.3184,4950.2954,5517.828
885525,26.89041,-11.486326,-39.148582,534.49347,613.36975,3042.486,12434.012,12424.961
885729,11.996381,0.9872316,-54.873787,99.12745,108.20619,1126.5333,4659.524,4407.4272
885838,4.316954,-15.909148,-33.911392,510.74893,584.2528,2986.3022,14267.662,12091.738
885967,42.95749,41.64039,-63.3476,117.66492,136.4479,1244.9882,4198.082,4783.885
886270,-36.665955,-34.364326,-100.65437,289.93173,279.47443,1617.3546,5108.804,6083.733
886463,-5.1600475,53.134243,-82.337715,1530.574,1626.9962,8248.717,28361.965,32539.771
886861,-44.450993,-2.0645795,-122.50959,2128.7107,1779.5957,13417.074,46818.67,52618.477
887276,-23.295113,55.77255,-31.536337,268.78122,343.70053,1438.9238,4890.3647,5540.066
887283,-44.72178,27.378647,-110.7197,236.46742,222.70184,1823.5624,6263.9966,7060.916
887721,-32.303352,30.0396,-86.63956,696.4775,718.4976,3794.398,13272.359,15233.466
887729,28.283373,28.58254,-64.55072,417.6888,456.72723,1856.8241,7172.1416,7514.803
888041,-23.736843,28.802736,-83.154594,348.90378,357.27744,2641.1863,9477.873,10171.112
888182,20.872307,48.576794,-85.915955,510.77264,530.4276,2876.3403,9768.992,11449.38
888188,32.729088,13.187143,-110.87934,1778.5833,1548.6981,10050.259,36079.125,41123.04
888278,7.0926895,15.692988,-57.484417,257.3741,280.2143,1695.414,6747.6406,6929.776
888288,-57.867447,2.7725196,-55.990032,568.8462,667.8783,3331.6863,11805.29,13041.477
888542,35.477657,24.82367,-127.9993,77.81513,62.120407,589.06915,2064.8843,2381.798
888624,-22.16309,-4.4193897,-23.602926,127.242325,147.46814,1531.3961,7241.5195,6129.8037
888856,-6.874001,41.76884,-60.212696,623.7308,701.0783,3000.9258,10832.739,12167.971
888938,32.6523,-11.837546,-33.512535,1104.9497,1293.8873,16243.522,64795.9,63476.36
889113,17.59585,-20.633825,-125.74676,1865.5436,1447.1178,5492.0825,20798.254,22162.014
889252,-21.165068,-44.784435,-88.69304,1395.8768,1407.4504,8710.09,28964.0,34189.184
889409,-7.1729593,-15.065361,-50.78612,1579.6146,1747.4829,10458.8125,44806.63,41288.188
889475,-7.931567,7.278555,-35.42157,517.9245,590.069,2247.7617,10172.032,9365.706
889625,-28.099482,-51.684185,-34.38072,842.2847,1032.3973,3628.7893,11429.519,14031.403
890031,37.831596,31.872972,-74.4072,1385.907,1507.182,11390.995,42647.043,44642.2
890061,-38.59975,0.036325894,-28.189888,1107.7936,1307.684,8773.646,35553.164,35312.145
890139,9.534312,17.188654,-30.406994,681.8965,784.93634,4866.5537,20590.773,19369.242
890624,-49.131012,28.4221,-36.658978,173.98976,215.48828,1203.1573,4386.18,4709.4346
890782,-27.780682,-52.27726,-76.87338,130.9096,142.36597,1359.3087,4621.8066,5687.718
890883,4.196283,-19.424625,-83.73118,1232.1581,1216.9731,10971.141,46753.19,43381.184
891094,-35.12981,7.4802446,-92.72866,641.8758,626.2932,3733.9521,15160.011,15466.965
891118,35.23475,-33.898758,-42.853317,1275.1715,1501.2837,9163.248,37937.668,37127.383
891403,-21.723015,12.766126,-133.014,1869.0264,1373.243,5328.51,17874.855,21193.432
891555,11.875722,50.401466,-20.88288,54.661682,67.75771,872.60114,3248.234,3431.8506
891611,-34.710102,-3.562548,-86.89376,735.97034,736.54083,4069.127,15524.1455,16890.795
891917,-17.50301,-42.765053,-31.651289,489.0987,582.61523,2051.8774,7825.72,8406.875
891968,4.424434,2.7909927,-118.59297,1927.2874,1528.379,11304.446,44067.184,45431.484
892077,49.43888,-2.3774607,-74.9605,350.98477,377.76895,2090.312,8008.9253,8309.174
892151,-31.491737,9.015157,-80.16873,1601.0529,1654.3722,14552.705,57512.457,58619.35
892266,-1.1641765,40.93625,-65.70078,1107.2495,1223.2839,6985.8237,22709.766,27330.922
892354,-34.676903,16.934124,-38.893566,1476.1952,1732.731,17588.309,73593.23,70504.15
892506,47.01811,-27.012726,-33.976055,1047.9644,1273.9092,8522.703,33308.066,34613.39
892624,7.9522696,-38.68639,-73.620964,1175.8268,1244.2493,7403.2383,27916.76,29194.09
892652,-19.191862,56.596375,-52.552597,1340.8496,1620.5466,7661.0806,27601.498,31484.795
892738,-8.857044,5.539963,-117.58371,430.61795,344.21735,1495.1565,5635.2886,5939.1006
892942,-15.534911,24.765684,-109.12306,2060.615,1795.0836,15052.621,53117.363,59147.57
893146,31.158384,6.1985545,-107.26465,417.42285,366.77762,2124.8367,6701.04,8104.922
893248,-36.412586,13.308226,-46.046608,497.09235,576.0673,2648.7014,10247.002,10061.733
893710,35.478493,41.601837,-108.202225,698.13885,647.11884,3810.388,12269.008,14785.337
894494,-3.0523982,-51.41319,-112.254524,884.28595,805.85706,3309.1772,11387.579,12915.766
894945,44.118835,-30.50879,-45.137856,999.76825,1193.8053,5655.7905,20937.857,22261.354
895091,-33.98413,-8.123837,-101.61362,32.951424,30.435192,509.31415,1871.2021,2144.2039
896446,-4.654538,-14.703177,-133.05971,1117.0773,798.6534,4222.384,17289.262,16845.133
896941,-47.07966,5.450034,-114.78969,22.891457,20.212515,572.73846,1985.5784,2144.295
897528,-5.400639,-58.66826,-50.552773,1321.7689,1594.8132,10075.099,31077.809,39231.51
897742,-34.563946,0.8265778,-16.59771,199.24353,236.47034,1777.779,7047.1143,6895.067
897901,28.23593,42.465008,-129.83833,2090.7156,1683.035,5333.7163,16477.27,20570.682
898024,42.015858,36.424316,-51.88988,116.83383,137.0445,1042.7253,3724.5415,4129.047
898288,27.39721,-46.1492,-122.52147,1442.7191,1252.2358,10508.991,38445.438,42942.785
898521,17.213306,-37.853764,-61.49304,174.88072,194.58801,1262.4338,4981.896,4914.207
898690,48.670464,-22.0777,-96.04527,954.8522,955.5333,6582.2246,22320.61,25737.59
898698,1.3972452,3.0463958,-61.151016,1088.1946,1162.4061,7181.4546,29544.318,28838.828
898704,-30.453403,-30.639334,-92.7236,1866.5377,1836.635,12185.582,43859.766,48673.4
898789,-57.83418,2.1685553,-80.435425,1435.8828,1567.6357,10933.751,38384.566,43580.062
899006,7.25876,-37.717777,-98.36781,655.40076,617.71265,2987.4026,11208.809,12217.267
899116,0.35433376,-9.074826,-131.98639,425.85568,307.41046,1771.5486,6693.6426,7004.0503
899145,-27.872478,24.681616,-75.99177,611.7068,648.43207,2299.8777,8726.511,9118.396
899237,54.692623,7.9063253,-31.599247,274.01242,332.83142,1570.4353,5832.9844,6441.0073
899470,-20.46491,26.972996,-52.295757,72.381966,81.95745,940.4106,3636.2095,3668.0066
899583,-60.315937,6.3630376,-51.78492,1344.49,1626.3232,9489.102,34304.133,37904.902
899696,11.698016,9.645631,-17.793877,1429.2839,1658.0032,16584.412,73981.49,65123.848
899745,-50.86724,-1.8261937,-127.09318,1642.8794,1371.5242,7666.5728,26785.662,30815.102
899835,-37.47674,-19.587013,-32.89835,610.36035,725.57697,4010.0034,14576.252,16205.4375
899902,-45.046043,21.975786,-14.115127,196.80292,244.00098,2298.1355,9604.014,9436.305
899928,17.389318,20.190004,-27.894644,522.8521,607.7336,2900.3164,12198.465,11735.285
900783,-37.10383,30.616386,-66.306595,914.8594,1025.8705,8833.935,32825.418,34376.098
900852,3.266729,24.609148,-29.39672,756.79443,877.948,6599.1543,26924.303,26314.305
901208,-31.727064,-30.20377,-132.8836,727.8998,553.966,2135.7637,7303.7593,8448.469
901806,14.6830435,48.238594,-129.55896,167.71274,133.9875,1266.8962,3961.964,5209.742
902513,14.661331,-46.611164,-121.25349,988.38684,842.075,2923.227,10402.302,12040.177
902518,-30.606941,-6.0074887,-44.5122,1445.5323,1648.7163,11931.857,44241.45,47423.316
902952,-55.47945,-1.1133614,-20.192827,1078.7538,1331.9491,12307.949,47196.26,49090.133
903065,29.024502,44.734127,-91.371574,1285.0586,1301.8286,5145.1963,17611.877,20977.396
903225,60.544727,3.996089,-48.74924,1173.0797,1397.4664,8007.256,27090.482,32304.766
903336,-22.721579,18.817944,-31.090567,1061.398,1241.3457,6148.1353,23691.973,24265.523
903453,-14.801091,30.930273,-115.522804,812.6709,687.55115,4618.6694,17423.846,18518.533
904415,-17.703562,-0.67125,-40.564327,735.77985,834.01013,6412.8066,33113.562,25443.268
904667,41.596973,-32.517593,-17.97822,1318.5199,1618.5183,10383.838,42028.95,41109.37
904809,29.680328,25.242308,-113.213356,545.2473,467.6148,1915.966,7698.8213,8218.113
904994,-23.828657,-38.104687,-78.805435,676.049,709.1727,3183.9783,10436.328,12308.501
905073,54.75617,14.042953,-17.88885,347.79208,427.91986,2349.3306,8491.074,9663.589
905141,-46.35544,-10.137608,-15.857707,196.38622,238.17511,1644.3705,6533.9414,6496.2964
905247,-0.21829116,19.805075,-129.91177,9.300413,6.868632,449.38202,1444.6616,1656.9088
905755,-24.062548,1.5161939,-132.64761,1566.8151,1134.7032,6635.974,22658.555,25893.52
905758,-47.866615,32.70911,-125.954926,1660.62,1464.4788,8644.489,28251.22,34558.58
905865,-39.93425,-36.24653,-60.077156,1354.6644,1555.4747,9452.281,35902.6,37971.22
905879,-31.693226,-8.840212,-128.11,2112.7058,1615.7052,7986.878,26980.604,32419.736
905922,-18.556053,14.873541,-23.758177,1398.3875,1637.6168,13816.1455,52371.168,56463.75
906060,27.467543,-49.594658,-127.56723,90.23214,76.63185,801.6075,2574.5789,3057.0894
906094,33.183575,49.99443,-120.58375,464.04214,411.4175,2167.7642,6266.373,8175.0576
906433,-11.007518,-58.0154,-22.881554,54.106857,68.63385,900.4837,3379.7905,3813.0154
906549,45.898773,-35.923912,-97.850426,842.4391,837.5183,4678.798,16689.502,18435.674
906984,40.887627,10.87764,-39.28878,397.1099,465.18655,2798.7708,11330.583,11360.912
907044,-29.012691,-40.462654,-119.71422,1414.8542,1197.1969,8790.298,28059.684,34879.1
907060,13.130383,5.094803,-13.671112,1524.3333,1771.4021,12021.198,55399.746,47368.844
907306,46.79149,-25.991085,-48.138702,1099.0631,1310.9735,7871.918,29426.227,31087.492
907539,58.07734,-16.512177,-87.931305,1075.6086,1161.063,5460.589,18848.068,21321.857
907734,20.616758,-38.635918,-52.52897,1002.9302,1154.1112,4183.818,17593.781,17044.898
907772,8.3260145,-18.896832,-52.23757,840.4672,928.7563,4279.105,19997.922,17073.398
907790,18.589262,56.00433,-81.02828,502.9438,544.60913,2291.2922,7818.2266,9543.007
908142,1.7695613,37.748318,-97.29848,291.79288,278.53384,1765.3401,6625.7295,6631.041
908503,38.072056,45.85321,-95.12559,20.361519,20.560015,622.9064,2111.2322,2572.5413
908729,-47.444584,33.167057,-70.35721,345.913,395.0239,1831.6255,6090.1704,6922.8125
908763,44.76567,11.585777,-51.098713,413.34213,475.80426,2035.3712,7281.957,8011.9507
908950,-9.584657,25.503796,-85.03252,307.8821,307.8632,1618.1615,5625.0825,6198.4316
908988,18.199568,-40.545948,-101.8095,234.74261,221.40468,1379.0193,5268.8447,5453.4233
909046,-34.678284,-49.842884,-93.282364,1770.905,1803.8328,8303.26,25365.678,32752.385
909059,14.201268,18.32986,-92.11597,1479.161,1396.0554,13719.81,52798.746,53776.793
909336,-16.741705,-9.832128,-113.863785,310.20084,255.61115,1742.8368,7386.004,6867.8843
909605,-35.1402,37.58413,-123.395325,1956.7468,1698.3341,12215.322,40430.06,48756.52
909922,-34.091602,-12.638301,-94.030334,1241.0109,1206.0443,3767.6677,13929.091,15554.647
909980,14.618912,39.209377,-96.13741,875.9436,840.68097,3818.584,13733.739,15571.3545
909988,6.674963,38.011127,-91.78724,1202.8658,1170.136,7135.43,25886.232,28977.1
910076,35.222122,-30.276024,-115.81859,2050.1978,1786.424,11863.254,45397.168,47850.46
910494,25.433756,42.920654,-63.959488,441.0465,494.73755,2019.8722,6916.7476,7938.5435
910679,-35.501247,43.751923,-89.18478,1244.3435,1318.7108,12434.606,43836.594,50070.39
910703,14.655491,-18.113602,-59.82862,1388.9811,1509.534,8003.083,32095.145,32261.955
910764,-48.99578,-24.630415,-22.860224,30.414621,37.71575,650.4341,2477.5366,2693.427
910806,45.014614,-12.16332,-72.82899,1418.3542,1540.9662,14375.266,55340.07,57382.215
910817,15.167677,42.61508,-19.795387,773.02496,934.875,4571.705,16568.037,18806.771
910880,15.58118,-17.71198,-60.061497,812.5609,883.19617,4075.7922,15358.005,16044.415
911874,9.143371,48.950817,-115.95865,999.0046,878.9405,4475.7607,15948.393,18633.514
911889,4.323946,27.418247,-73.37439,1358.7928,1424.7921,5455.2114,20459.672,21994.248
911956,23.283829,-55.831417,-24.143805,1149.5076,1448.7355,10379.477,36352.516,40991.574
913002,24.87352,-34.82278,-43.553562,765.6594,896.2731,3320.689,14130.013,12742.744
913169,35.408504,-36.49374,-36.063427,1138.9155,1372.6427,8827.748,35829.67,34432.574
913220,9.525906,-6.1387677,-14.323364,1323.1936,1532.8676,9285.661,41177.402,36949.03
913273,-40.423172,9.593863,-99.31248,1592.6381,1524.0332,10214.135,39524.23,40701.79
913338,-25.88105,23.787117,-117.81706,1841.4518,1552.7755,11671.967,42322.57,46574.004
913428,-12.165052,18.24377,-49.76289,1693.9944,1891.8824,10579.564,39132.234,42156.34
913500,1.4707067,22.913008,-14.604772,1420.9358,1664.967,14646.698,61664.258,57964.9
913970,-21.891497,46.564014,-46.99208,977.8705,1176.102,8889.706,32091.484,35700.86
914460,-2.2015188,10.798522,-86.63193,724.7923,700.25903,2913.2046,11303.162,11534.359
914840,11.941568,-6.4544005,-49.378677,454.73294,503.1493,2600.7546,11752.309,10244.788
914928,9.734749,37.686344,-91.996086,1700.4216,1655.3827,12435.367,42306.277,49560.55
915117,11.622924,-47.614235,-94.9922,693.45276,683.6868,3445.3079,11939.5205,13255.263
915216,1.1247844,53.211163,-80.53053,407.25534,436.06815,2718.0347,8436.133,10568.281
915353,-55.187798,19.157415,-121.98262,736.6621,662.4242,3020.3806,10449.844,12331.462
915483,-53.211903,-21.292038,-75.32372,257.13428,283.89288,1596.44,5297.7393,5996.6895
915661,-53.81483,24.350897,-36.805317,472.06885,592.4689,2617.732,10061.65,10624.887
915744,-9.747106,-30.966215,-99.07933,1154.9108,1064.627,5332.902,20078.568,21332.34
915782,23.433687,54.69477,-62.21468,1376.5306,1590.2833,16430.598,56327.574,66133.734
916493,38.130344,-11.353827,-100.445465,98.54872,92.68444,1075.7379,3904.2593,4052.1912
916544,26.078806,44.25958,-116.72592,851.5431,748.8032,5028.003,16679.133,20387.682
916573,35.570942,-8.311996,-63.30548,1570.9052,1736.2286,12132.849,50879.54,49746.223
916662,38.203815,-27.44394,-46.501152,846.0157,987.8837,5071.041,20070.84,20940.018
916696,-18.763012,30.289673,-92.71496,1301.4581,1268.8037,6571.5215,26741.504,26629.617
916721,-44.07144,-0.26451764,-45.93591,1168.7561,1369.2195,6021.6367,23006.895,23506.57
916925,41.87397,40.79653,-99.19584,649.5118,646.78125,2239.058,7367.8037,8865.414
917023,40.882935,-9.809826,-116.638306,547.8214,471.63773,2490.7378,9423.09,10047.991
917189,-31.029034,40.755165,-101.75274,948.7181,925.51086,6456.913,22365.475,26097.463
917192,4.7354264,-13.614881,-116.59072,1620.4413,1310.5951,7834.978,32299.652,30925.727
917360,10.985822,58.0792,-84.474556,176.29503,193.10371,1457.9254,4811.4287,5748.239
917644,32.44861,32.743473,-126.77897,984.0543,784.7441,4599.2793,16075.816,18400.943
917925,-11.073096,0.8849122,-42.255875,897.1941,1010.7963,5315.8145,23106.568,21174.125
918195,-51.22315,-16.930176,-90.66539,1476.3546,1513.4163,10255.721,36213.637,41351.71
919000,-14.015244,-40.78371,-23.90006,1379.1073,1654.645,12377.866,48909.074,49742.785
919069,39.614716,9.386078,-60.28195,82.245285,91.9593,1147.5151,4419.6147,4548.1177
919134,6.165121,-46.882717,-101.68739,177.45164,167.78938,1669.0006,5612.443,6226.585
919245,20.122538,48.861526,-20.0934,1138.5421,1405.9343,10709.001,39376.09,43115.234
919855,-34.243538,41.848343,-36.534645,869.36316,1070.178,4267.7964,16065.086,17161.943
919887,-57.170464,5.8836837,-48.765034,1408.6483,1693.2308,14715.249,54501.79,59395.316
920243,11.155796,52.15201,-39.570522,357.5792,435.07678,2314.0024,8801.866,9357.484
920447,-46.597446,31.729664,-92.75404,1613.7312,1678.0826,11944.239,40457.684,47180.05
920917,-33.749744,-0.82564986,-26.102991,1182.6017,1393.1141,10563.275,42963.723,43010.625
921051,-49.010757,-31.104986,-69.72433,481.9374,544.3444,2540.0945,8515.975,10189.703
921092,13.301509,-34.822174,-61.22358,1295.265,1433.7408,10531.032,41373.418,41917.883
921123,-39.10844,28.674982,-85.24507,458.84494,480.9597,2456.3435,9035.181,9793.519
921173,36.928165,-41.538475,-94.43054,995.92944,995.1115,4750.365,17894.094,19045.912
921436,-32.219692,-4.722029,-114.13358,1845.9447,1562.6348,14852.75,52528.297,59915.992
921715,-28.404015,-19.737156,-57.457077,532.1195,594.3843,2508.0786,10675.335,9762.884
922440,-43.52772,0.6603837,-86.67992,1649.686,1682.9327,8264.683,31591.547,33092.348
922858,-54.855427,-14.424923,-65.01654,1135.4642,1293.7327,5716.5273,21066.734,23420.225
923528,20.869875,-45.726616,-94.81542,809.8441,805.166,3503.1406,12882.841,13661.407
923978,-26.104864,-6.890237,-33.686615,960.7078,1110.9957,6331.4097,24602.053,25276.572
924057,53.41874,-2.95156,-20.974274,787.07806,964.7031,5183.342,20025.354,20602.951
924081,16.825373,35.322613,-99.37579,774.93207,726.8073,3053.127,10015.478,12054.9795
924356,12.286393,-14.060221,-59.8754,155.72362,168.83322,1262.5359,5848.4688,5302.8154
925221,3.936947,11.553774,-75.643,477.26456,485.11624,2330.3384,10120.577,9616.625
925296,41.510815,21.466387,-33.45266,417.5879,494.82773,2295.5789,8084.6055,9049.357
925316,-11.3524275,-25.050392,-98.66225,1802.8223,1657.1516,10438.1875,39341.3,41115.92
925581,-45.901924,14.274942,-57.03338,476.9146,550.08923,3173.5066,12807.182,12703.598
925772,40.212986,-28.46548,-58.652164,986.22296,1132.6183,5709.068,21396.969,22601.559
925870,-27.926937,-7.6685863,-91.223885,791.2367,763.22595,2854.0308,10556.109,11864.8
926084,22.421125,-26.130236,-49.051304,550.37805,626.765,2849.813,12302.006,11267.639
926181,-3.7773645,18.603205,-52.34456,694.5949,770.56946,3893.3367,16639.543,15894.844
